db,total_tweets,total_users,user_ratio_0,tweet_ratio_0,tweet_per_user_mean_0,tweet_per_user_std_0,tweet_fav_mean_0,tweet_fav_std_0,tweet_rt_mean_0,tweet_rt_std_0,user_ratio_1,tweet_ratio_1,tweet_per_user_mean_1,tweet_per_user_std_1,tweet_fav_mean_1,tweet_fav_std_1,tweet_rt_mean_1,tweet_rt_std_1,user_ratio_2,tweet_ratio_2,tweet_per_user_mean_2,tweet_per_user_std_2,tweet_fav_mean_2,tweet_fav_std_2,tweet_rt_mean_2,tweet_rt_std_2,user_ratio_3,tweet_ratio_3,tweet_per_user_mean_3,tweet_per_user_std_3,tweet_fav_mean_3,tweet_fav_std_3,tweet_rt_mean_3,tweet_rt_std_3,user_ratio_4,tweet_ratio_4,tweet_per_user_mean_4,tweet_per_user_std_4,tweet_fav_mean_4,tweet_fav_std_4,tweet_rt_mean_4,tweet_rt_std_4
hta_01,3.084576277934331,2.9395192526186187,0.6413793103448275,0.6008230452674898,0.0677824290551451,0.17076013372352256,1.0397564550139022,1.1565110983794304,0.7264878162286047,0.9433421588181968,0.23448275862068965,0.24609053497942388,0.086085676660647,0.2016420654573737,0.6698976664459394,0.9415551336225927,0.44571756159852133,0.7385243604661327,0.07126436781609195,0.07407407407407407,0.08850679373160444,0.20438008455691092,0.6458853930611024,0.9407371877776789,0.44052959483433557,0.7842951287485614,0.03333333333333333,0.06419753086419754,0.11321728374839826,0.33879629947354073,0.46597146149420754,0.7168668475792209,0.2832286154537755,0.5419837916232074,0.01954022988505747,0.014814814814814815,0.0177076468037636,0.07083058721505439,0.491691400019987,0.7804093325183302,0.28575773529303017,0.5642232549908606
hta_02,3.9302866472455196,3.7200765727681406,0.7205181939417031,0.7306563343900434,0.1118438099566821,0.23255942025134077,0.2749029056042863,0.5888888655135374,0.1299894211548577,0.43355279515705913,0.16974661840350544,0.17682282493835857,0.12391921410790421,0.24688397900210096,0.25470990068104593,0.4913367478122537,0.11187287334953289,0.3459890107313053,0.05105734425604877,0.047082305976282726,0.10067565232272738,0.20784043524579948,0.18550903988943937,0.46068085175128387,0.09075329757898884,0.32869645271026265,0.033911221184987614,0.02653516496418927,0.05648327903801446,0.1606524240575624,0.11908379747021339,0.3887405434456548,0.06879185944432048,0.3055210706170274,0.024766622213755002,0.018903369731125982,0.052029869350251674,0.1549364747184071,0.10970956173424133,0.3112253396043687,0.04460885969126114,0.2081179751564663
hta_03,3.8900855267163252,3.6619072927660206,0.46242648660422564,0.4484801648634724,0.11523057507232784,0.23138759036163822,0.24516839917835445,0.571443224529075,0.15311313043266536,0.4651713432306366,0.2999346547593117,0.32174137042761464,0.14316831450436338,0.2570804268343402,0.2520100518425957,0.5160255002592901,0.14961029881633675,0.4101503347063512,0.12415595730777608,0.1302163833075734,0.13272495689970598,0.25651932557777984,0.34757970154201756,0.6380307594135954,0.2341060726617503,0.5128270234124725,0.07209758222609454,0.07238536836682123,0.09135337444069126,0.23530058263254636,0.2640162099693555,0.6415026271198151,0.18510157099016428,0.5459683407911993,0.04138531910259203,0.02717671303451829,0.027555838096661445,0.10197036582402776,0.1479477481283575,0.4635005255284136,0.11313557166762078,0.3935116453874315
hta_04,3.5046067706419537,2.9014583213961123,0.7377666248431619,0.7065081351689612,0.2550751104286555,0.41085989441268883,0.5209902919242476,0.6074731797356397,0.20041835546157358,0.41732816211236623,0.1480552070263488,0.16176470588235295,0.28612616710886346,0.44045375170679346,0.4737758350720738,0.5100502098757387,0.16458273518684513,0.32054344462596884,0.07026348808030113,0.10669586983729662,0.3351290712894968,0.4859914680018905,0.24711102237189617,0.4249194139874421,0.06883691853015533,0.24965839954737415,0.027603513174404015,0.01783479349186483,0.14924096494107042,0.34946954627702553,0.37934890888301676,0.47048403267113464,0.10547474919072675,0.30285370436854564,0.01631116687578419,0.0071964956195244055,0.08010712962755576,0.2774992371268654,0.12515312154353073,0.2839652765654115,0.03383266306015842,0.11266279447028811
hta_05,4.314814887210721,3.897462138013063,0.518804609345321,0.4544926132235408,0.18756545108014186,0.3111926281257998,0.18125218494017542,0.4303867821281989,0.08695058141521836,0.31044029294751696,0.3087248322147651,0.3554371518527488,0.2612969984404713,0.3654755146064851,0.22734589785935008,0.4319495456386888,0.10975685743548516,0.3072404977033477,0.10662276813979993,0.12303221118914992,0.26102020956015615,0.3660643997560964,0.31370562312170536,0.5603427890697448,0.17610655366166691,0.42893041755095634,0.04520704064834748,0.05618793896827319,0.18415088158630233,0.35084808445638743,0.35808861467939856,0.677457461430102,0.23376697181849596,0.5348781072694426,0.020640749651766495,0.010850084766287236,0.06750162640765556,0.19393252247624096,0.14842054143171138,0.4438777656872689,0.08919039460596247,0.3330094666701587
hta_06,3.2638726768652235,3.077731179652392,0.7725752508361204,0.7712418300653595,0.11001931538872801,0.2171430302780952,0.5444983034935331,0.8811483468621735,0.30674736569786626,0.6802053626884442,0.15802675585284282,0.15631808278867101,0.10556320419401856,0.21078582254987505,0.4002136778028635,0.6821154944639471,0.22163807791096096,0.506990293168209,0.046822742474916385,0.049019607843137254,0.131156316210549,0.22705400599734105,0.41405876759142385,0.5595071433109069,0.18146841674636757,0.3851556252623252,0.016722408026755852,0.0196078431372549,0.16416506143517748,0.25298493570077074,0.16175012410142708,0.31882832013564955,0.029977256834656248,0.10227032736009341,0.005852842809364548,0.003812636165577342,0.0,0.0,0.12901285528456335,0.14897121345492978,0.043004285094854454,0.10533855523556951
hta_07,4.207391977978488,3.8677620246502005,0.5688135593220339,0.5351404999689846,0.1642435626091802,0.28066991213336295,0.21766044091011044,0.5563604542957112,0.13014878270300778,0.4441085969117568,0.27647457627118643,0.2993610818187457,0.2012903063500038,0.3159136433697873,0.21830225756329094,0.48078250798661837,0.12346191269107917,0.3687841122027088,0.09505084745762712,0.10619688604925252,0.20494850677989856,0.3246057824061933,0.3152921572303715,0.6012531586249024,0.20617332035782504,0.4913003274346276,0.04257627118644068,0.04484833447056634,0.13104935475078666,0.27660121079666433,0.33714056771451534,0.7098411856084685,0.2517795170837376,0.6018218664986065,0.017084745762711864,0.01445319769245084,0.07253753533207837,0.22391123275629135,0.10119198624506699,0.42044496250223024,0.07080406838476286,0.34665231234590965
hta_08,3.037027879755775,2.6972293427597176,0.678714859437751,0.6235078053259872,0.14734120024220151,0.28536620907935284,0.3473095121146892,0.635014658622818,0.18427167888002968,0.48189530516290396,0.24899598393574296,0.33884297520661155,0.1816228586980787,0.33984689794793116,0.4119634540543554,0.6652056899412272,0.21629614647735554,0.5037987629225595,0.05220883534136546,0.025711662075298437,0.02315615351261394,0.08021526878342373,0.24720252370556967,0.6265667213652842,0.1517238429833803,0.4794223182203511,0.014056224899598393,0.009182736455463728,0.11116446434052052,0.18195799478761873,0.40379839494471276,0.819517713275039,0.29956351945975496,0.6031440331942379,0.006024096385542169,0.0027548209366391185,0.0,0.0,0.0,0.0,0.0,0.0
hta_09,3.966610986681934,3.705949194910296,0.6000787246604999,0.5632829373650108,0.11132564668763203,0.23958628993000156,0.25573460860721614,0.5466836764783762,0.14696356406022848,0.4224267298211595,0.26156268451092307,0.28488120950323975,0.15801365423288605,0.28141827246604223,0.2415542475423055,0.4842186528902119,0.15485161446353404,0.3833627015618889,0.09328872269238339,0.09200863930885529,0.12907830202049353,0.25622637387464464,0.3025983626895313,0.5676599568721393,0.20091091934558514,0.4532012098180811,0.032473922456209406,0.05129589632829374,0.11403786528650162,0.3081290283500069,0.24513551961194305,0.5190360926850388,0.15767357262767387,0.4046620653541298,0.012595945679984255,0.008531317494600432,0.058756601303487685,0.14562538700630182,0.3647296583645107,0.6626442564990338,0.2575403849962399,0.5191503892738866
hta_10,4.353416091053356,3.9423553497076766,0.49389060180427086,0.4413224605566389,0.1997122050664189,0.30762683866051316,0.13020690926460388,0.34730359329537835,0.07097912608929553,0.26802585935151174,0.3099234897796049,0.34213791880872185,0.253426239822251,0.3471499337111164,0.14144441734646968,0.3359115186005691,0.07367557563049908,0.25314635931605584,0.12081763160899851,0.14545293387697217,0.2450475659934531,0.36153727154879933,0.16592181774976766,0.36923394044370217,0.09004889966825841,0.2852176344614775,0.05310037684138404,0.057569579861726644,0.1628991602092199,0.31996855426023735,0.1515810881289088,0.3830843804680547,0.08740419070382816,0.2991815298576217,0.022267899965741692,0.013517106895940436,0.06917431567791993,0.21488589114093398,0.180385664778945,0.4645019414736091,0.11581672269098789,0.3688085537631266
hta_11,4.287667391274135,3.9235548580675492,0.6087526830431672,0.5965246983603176,0.18576480460296263,0.3055042155321629,0.18599228365806664,0.41171917262679003,0.07400926942873272,0.27812841602288957,0.19961841163844501,0.2473961018871816,0.21990748561932633,0.3561915135790737,0.22682984648171106,0.44804132646072203,0.09443247123038714,0.305082189627443,0.08609587407584068,0.08636691760338248,0.17755273750557077,0.3107129548858071,0.12416286509798594,0.36860510723353124,0.05736606901054459,0.2546555108018546,0.06081564512282375,0.04357017634319893,0.1198225271088035,0.23801324635765755,0.0485410148157975,0.21243524050001197,0.022084157987565658,0.1432924231479223,0.04471738611972335,0.026142105805919358,0.06558379967357948,0.17600694970806488,0.03772787419202496,0.18456922367154024,0.014762298324706373,0.1151600735158016
hta_12,3.229169702539101,2.9542425094393248,0.49666666666666665,0.48436578171091443,0.12076992435749782,0.258096798079806,0.1269169256388016,0.3269983659469728,0.036893862074063206,0.18248051759983797,0.3377777777777778,0.3008849557522124,0.12038300851909825,0.24081351640681894,0.11915315848686461,0.2807438506927331,0.0333011739373695,0.12534097769552077,0.12444444444444444,0.18525073746312684,0.17775151733010408,0.3489101615481057,0.21506209844714452,0.4369549999751758,0.07169269810044508,0.26909272408635143,0.023333333333333334,0.018289085545722714,0.10495809441218691,0.20604579261628106,0.07933524154062034,0.22319080120467252,0.0,0.0,0.017777777777777778,0.011209439528023599,0.04863445314897773,0.13238645830133075,0.2076562413227274,0.6721302208832939,0.12952093909244988,0.5495108060275266
hta_14,3.993920958801287,3.8243211248507714,0.5257005844447774,0.5254031031335564,0.08704365502728849,0.20082471117265602,0.14220639648265704,0.373813424779702,0.046651261173526894,0.2392549324647244,0.2682451670912633,0.2779636953655816,0.09651662450406095,0.21136647216377655,0.16802007062293828,0.3983354326487545,0.059038961398316166,0.25000440582359296,0.11149408062340777,0.11297028698914917,0.1002461137983539,0.20597445670631873,0.16505890584597477,0.37835954391731486,0.06401245794117061,0.23838209147733846,0.05679604375842949,0.054862590001014094,0.07640939886140757,0.1942395079742415,0.15724234004161272,0.4471798568939898,0.06983878208335008,0.3277492120330012,0.037764124082121986,0.02880032451069871,0.036242876646088086,0.10454782733763378,0.05913545069700537,0.19588718812847358,0.013142231548672426,0.08142345841697016
hta_15,3.4148062795010126,3.1752218003430523,0.5537742150968604,0.5367449018853405,0.10486035950332803,0.23955805054572654,0.30511748057792554,0.6964225838662401,0.1914930146451982,0.5304198939664269,0.269873079492318,0.3070411696806464,0.1433415012758051,0.2867892943128626,0.21973618425945912,0.5157117175502889,0.12245908660717036,0.35975709631668157,0.1008684034736139,0.09772989611388996,0.11387872596281887,0.238683235984523,0.16867049329738878,0.44088390820753953,0.0867590346490195,0.27698990887500324,0.04876419505678023,0.04116968064640246,0.08541930463514623,0.21057564915430252,0.07293495470727698,0.24830223397224177,0.03406569219365554,0.17364815024638625,0.026720106880427523,0.01731435167372066,0.03450528104279015,0.106287027639778,0.049218752178837734,0.24373473899133385,0.036072206453286675,0.16740874012635348
hta_16,3.3948017771627113,3.1132746924643504,0.6679506933744221,0.6502820306204674,0.14898323041796246,0.2625408687432733,0.416983930748103,0.6795195181239598,0.23330522700925976,0.5176516892629148,0.20107858243451462,0.23690572119258663,0.18408652474116466,0.3135597042172986,0.468000358658777,0.6159246590409163,0.24887412419867525,0.4713808180219842,0.08320493066255778,0.07332796132151491,0.12314839299735485,0.2490623089485379,0.2587884979488195,0.5434615661818881,0.12961304209452165,0.3684039580757585,0.023882896764252697,0.01813053988718775,0.09217201601391191,0.21292394674863957,0.17145007120245878,0.5794226974637643,0.12319731989987276,0.4479569709805898,0.023882896764252697,0.02135374697824335,0.12295403244743851,0.25624525499192385,0.028399056194715208,0.08799125735211247,0.0056798112389430415,0.040957701313931574
hta_17,4.209836595069655,3.8497264441963277,0.5324381625441696,0.4943251912163829,0.17800638721772294,0.29489069509336974,0.17428762541523024,0.43603317570094285,0.09793204517168178,0.33057445803306507,0.2938515901060071,0.33456698741672836,0.22925510501174712,0.33514093305088966,0.19147565671875508,0.41550444786320473,0.10263365223094975,0.30960387841787346,0.1075618374558304,0.10529237601776462,0.20355111629113554,0.3033496282163131,0.2244252497675266,0.45607275243399154,0.12672835169854652,0.34558646069286014,0.04508833922261484,0.05212188502343943,0.12072711203414986,0.26878054873738866,0.14207414600551502,0.37922633114731713,0.08961182411457524,0.2997922665290304,0.021060070671378092,0.013693560325684678,0.0703388087796809,0.2190293576844002,0.15677851203557128,0.40586375898005495,0.09156235998724832,0.3052851007112161
hta_18,3.0989896394011773,3.0382226383687185,0.6620879120879121,0.6576433121019108,0.032357965557878565,0.11428488337634507,0.45811926735548203,0.770377555411248,0.17480406318157457,0.4856288879114565,0.20146520146520147,0.20302547770700638,0.0412509680356205,0.1197233243790736,0.3312585004117914,0.6008180499999993,0.11278010830160941,0.34656268612188096,0.07417582417582418,0.07882165605095541,0.06009422781569234,0.13707971206269348,0.2876427106024209,0.555802744310558,0.0944677126040752,0.33184158968329336,0.03021978021978022,0.03184713375796178,0.054732726484360214,0.13774100771595937,0.14180281605442682,0.46942019806623186,0.04247425010840047,0.26525160691043387,0.03205128205128205,0.028662420382165606,0.00860085701897089,0.05015118353206182,0.300274280380423,0.6369637731508189,0.12095812779415101,0.3846690045814792
hta_19,4.3999158899163024,4.011316643366872,0.468141075604053,0.4374850680895118,0.18390608734715638,0.30931552358929715,0.15612024747903852,0.4189259107398524,0.07319358645767272,0.29425084430595266,0.29861652377240844,0.3434339412280003,0.23399238581450305,0.3510863907252743,0.14998359020427168,0.3730057942656345,0.06714747299142383,0.2538715412363375,0.12636399064692128,0.14493907780520826,0.21166970643224597,0.34990895797838123,0.16087154913893886,0.39011807372258156,0.07869095113022767,0.2702756326638637,0.06790724863600936,0.05200286692681373,0.11896186469463536,0.25723924256115566,0.17925890602003355,0.4609184627180616,0.10174921280868862,0.3397510981361596,0.03897116134060795,0.022139045950465876,0.057920138559941846,0.1768608398340546,0.11350924492023444,0.39841212520408964,0.06386605845535852,0.30135197057303975
hta_20,4.144325078400488,3.877601679729272,0.6130699893955461,0.6020657007602926,0.13303925962056712,0.26237093851659044,0.3862077276677556,0.6639826081859062,0.1760189195995965,0.45976300347654003,0.18160127253446448,0.1996844068282886,0.16763318884119896,0.28642832253182793,0.3460011695260104,0.5805376361490453,0.14313613259775226,0.3903133141675277,0.0835100742311771,0.09403242002582125,0.1649252769100351,0.2958457347170961,0.40454541144769635,0.69455909684222,0.1895129827180482,0.4774988520615658,0.05607104984093319,0.05214459905322048,0.12178995139778259,0.2506526425933266,0.2418546189162086,0.48474586814595616,0.09852411319915101,0.3012078961060283,0.06574761399787911,0.05207287333237699,0.09440228237764708,0.2000542195769112,0.09771281339289205,0.2998021418205643,0.03311729903149889,0.1669519491746668
hta_21,3.249931756634195,2.7730546933642626,0.7672849915682968,0.781214848143982,0.2460692154244056,0.3675097723517785,0.20481605717235235,0.3933267926087671,0.040106455173575,0.1962447308357513,0.12647554806070826,0.13329583802024747,0.23497703751537297,0.37833235995210884,0.2632989150277316,0.4728495503655263,0.07858937617118787,0.26321967996796986,0.07419898819561552,0.04330708661417323,0.1692073693842797,0.2301089078763852,0.29568745402276475,0.46746866882167454,0.08450006535590743,0.30729891239101825,0.023608768971332208,0.031496062992125984,0.334621554963221,0.42288723614605833,0.10254810207969252,0.19051132949345445,0.010751071273713613,0.05586420504559867,0.008431703204047217,0.010686164229471317,0.3714664992862537,0.3982358877237721,0.3410227019577756,0.4803154691353525,0.07264269693218979,0.22277602032160557
hta_22,3.277150613963797,3.2022157758011316,0.6321406151914627,0.6101426307448494,0.03670236196490831,0.11944420883681028,0.23784184895808713,0.46632286873774986,0.04893940685990034,0.24914217058903323,0.1864406779661017,0.1949286846275753,0.05189273177816599,0.1537831376272591,0.2437319087907483,0.46767178495657685,0.06142562280964236,0.2759527458002123,0.08913998744507219,0.09455890121500264,0.05544385552787174,0.15989502465580296,0.21828227326496574,0.47440802574642527,0.07080430053121899,0.3122158473846784,0.05273069679849341,0.05388272583201268,0.052876949057128565,0.1429593375785165,0.2616766134253383,0.43843834934694237,0.04760194114366735,0.19708792499108385,0.03954802259887006,0.04648705758055996,0.060134146143229456,0.18962393318916143,0.23101278802382164,0.44077682632135684,0.04456580097338849,0.2590168882625194
hta_23,4.258349892519322,3.989583289311005,0.5051725903922974,0.5002206531332745,0.14347215347616718,0.25922386036776907,0.10378573554752783,0.3719635291775381,0.0507705719097851,0.277191488917595,0.2443920925944894,0.2856906443071492,0.16419213644001468,0.2900631305152459,0.06976645382469672,0.24912867370296382,0.026678037118742236,0.16363077116065575,0.11994264058178838,0.11920785525154458,0.1445081530148144,0.26112536427162497,0.07496202016739488,0.26810098091129536,0.03376896487540058,0.18631751964045962,0.0771279319881184,0.060293468667255073,0.08771994366567018,0.20198555567652784,0.07916936868825293,0.3231180493287933,0.04926535838488942,0.2517691328839665,0.05336474444330636,0.0345873786407767,0.04860556142670468,0.1379951240447348,0.025033253319804008,0.16156027462029715,0.009884431541421514,0.11984216226698965
hta_24,3.6762362167633116,3.413634997198556,0.5358796296296297,0.5157007376185458,0.1344490630514291,0.2486165418290391,0.0868707091631556,0.3130997283627339,0.03711572758636376,0.22024106042537284,0.2665895061728395,0.2975763962065332,0.16209765662504358,0.28838824960328147,0.07252278688324698,0.23533693729394023,0.026835773945689433,0.14410226552831887,0.12075617283950617,0.13256059009483667,0.1474471524101391,0.2759306728207175,0.10441324622200457,0.31939983213617146,0.051270072895861364,0.2320905601895557,0.04861111111111111,0.03540569020021075,0.08042226122868414,0.1691582426195446,0.06451606819153508,0.24025568785996282,0.04007698737603348,0.1824412727953971,0.02816358024691358,0.01875658587987355,0.026359990220025775,0.14717193565300382,0.03732830668240359,0.18766857797739067,0.024765393063549718,0.12935138329229293
hta_25,4.245117675079415,4.064607720130627,0.6832126852809376,0.647975432211101,0.07909689746404777,0.19342333636019335,0.2640462590682644,0.4862251563648607,0.06407084178035889,0.2934941020918218,0.19906928645294725,0.2179822565969063,0.10609631462526932,0.22461655157882313,0.27793878721726545,0.5424844448441007,0.10110702503470029,0.3717747084634452,0.07566356428817649,0.09303912647861692,0.12193063765456148,0.25613026095724256,0.303091522829866,0.601187164667118,0.13440718108334265,0.43401251755767956,0.02387107893829714,0.025363967242948135,0.09320597462918057,0.22119772146329264,0.2640526928566069,0.5590080566992198,0.11968163506356616,0.39461602400940576,0.0181833850396415,0.015639217470427662,0.06646427093238112,0.16991492330032767,0.23751616575441986,0.4738057943420549,0.07245082343973296,0.2829373980405871
hta_26,3.4222614508136027,3.035829825252828,0.7744014732965009,0.7734493192133132,0.2181843472329959,0.3140652921887842,0.15634717307920068,0.4097499376563083,0.04685664329119809,0.21905052420391594,0.1270718232044199,0.15809379727685324,0.2665309955785793,0.3690715394009177,0.07650482781919733,0.2332550243753788,0.01710343037535104,0.10701114877349592,0.053406998158379376,0.04084720121028744,0.1395334781861542,0.2675036652368796,0.24436471531332196,0.5562307627348725,0.11033567037285205,0.3617665729885169,0.02394106813996317,0.01361573373676248,0.09154658621967715,0.18195305588194033,0.043230625021313536,0.12574749502243684,0.0,0.0,0.02117863720073665,0.01399394856278366,0.0980553263088394,0.2430990555807858,0.17795489795587924,0.37528715464190937,0.08996722163120364,0.31723884519847445
hta_27,4.050689027758881,3.553761698390004,0.5660799105895502,0.6272468410749243,0.31876651138438433,0.38861800160236515,0.26723258049304144,0.4852812827216717,0.07831897608760524,0.26483809520070234,0.19335009779267953,0.1816159458978466,0.2834072040575768,0.353766455517472,0.24109434981459107,0.45878973021052166,0.07086603325997602,0.2585243399594284,0.09499860296172115,0.0989499911016195,0.2679661658859387,0.37088335390381544,0.21879725985741977,0.48378264299715046,0.07719946553755642,0.2696701512309567,0.0709695445655211,0.04778430325680726,0.20225736826222723,0.2849069034076658,0.10541937591978634,0.28013549697715023,0.019716373329274343,0.09842143557299586,0.07460184409052809,0.04440291866880228,0.13860571764741741,0.25143482446922016,0.053312671968746596,0.1702631046670732,0.002765954392207627,0.03683147946215934
hta_28,4.469409608516755,4.055722266483576,0.4951183041604363,0.4554831704668838,0.2120190711653892,0.31282457765810956,0.16718537961149119,0.45397987171970344,0.09436542920240308,0.3555476707262177,0.3016096402498021,0.34205347448425627,0.2599155966234452,0.354424812082612,0.1620337095851879,0.4063415695648675,0.08749676472661673,0.31660470077245356,0.12331779400123141,0.13880971769815417,0.24500437905351155,0.35929111512979556,0.195956488566703,0.4693307679221331,0.11586876879837646,0.3707828088824024,0.05576567859970094,0.05133686210640608,0.1514600942738346,0.3014343919651192,0.19715067338141734,0.5057678640395851,0.12813432876652903,0.4205596474198517,0.024188582988829272,0.012316775244299675,0.06853442048866834,0.17377589713550629,0.14813641300421898,0.48841276205994444,0.11013810037182974,0.4034218320351457
